t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,0.4000,0.445778,0.444444,0.001333,-0.000000,0.000000,1499
0.0076,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,0.8000,0.447111,0.444444,0.002667,-0.000000,0.000000,1498
0.0127,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,1.2000,0.448444,0.444444,0.004000,-0.000000,0.000000,1497
0.0178,4,enc,1,1,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,1.6000,0.449778,0.444444,0.005333,-0.000000,0.000000,1496
0.0229,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,2.0000,0.451111,0.444444,0.006667,-0.000000,0.000000,1495
0.0280,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,2.4000,0.452444,0.444444,0.008000,-0.000000,0.000000,1494
0.0330,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,2.8000,0.453778,0.444444,0.009333,-0.000000,0.000000,1493
0.0381,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,3.2000,0.455111,0.444444,0.010667,-0.000000,0.000000,1492
0.0432,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,3.6000,0.456444,0.444444,0.012000,-0.000000,0.000000,1491
0.0483,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0135,-0.0422,80.00,83.27,80.0000,4.0000,0.457778,0.444444,0.013333,-0.000000,0.000000,1490
0.0534,11,enc,1,1,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,4.4000,0.459111,0.444444,0.014667,-0.000000,0.000000,1489
0.0585,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,4.8000,0.460444,0.444444,0.016000,-0.000000,0.000000,1488
0.0636,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,5.2000,0.461778,0.444444,0.017333,-0.000000,0.000000,1487
0.0687,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,5.6000,0.463111,0.444444,0.018667,-0.000000,0.000000,1486
0.0737,15,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,0.0018,80.00,83.27,80.0000,6.0000,0.464444,0.444444,0.020000,-0.000000,0.000000,1485
0.0788,16,enc,1,1,-0.0000,0.0000,-0.0000,-0.0134,-0.0373,80.00,83.27,80.0000,6.4000,0.465778,0.444444,0.021333,-0.000000,0.000000,1484
0.0839,17,enc,1,0,-0.0000,0.0000,-0.0000,-0.0134,-0.0373,80.00,83.27,80.0000,6.8000,0.467111,0.444444,0.022667,-0.000000,0.000000,1483
0.0890,18,enc,1,0,-0.0000,0.0000,-0.0000,-0.0134,-0.0373,80.00,83.27,80.0000,7.2000,0.468444,0.444444,0.024000,-0.000000,0.000000,1482
0.0941,19,enc,1,0,-0.0000,0.0000,-0.0000,-0.0134,-0.0373,80.00,83.27,80.0000,7.6000,0.469778,0.444444,0.025333,-0.000000,0.000000,1481
0.0992,20,enc,1,1,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,8.0000,0.471111,0.444444,0.026667,-0.000000,0.000000,1480
0.1043,21,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,8.4000,0.472444,0.444444,0.028000,-0.000000,0.000000,1479
0.1094,22,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,8.8000,0.473778,0.444444,0.029333,-0.000000,0.000000,1478
0.1145,23,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,9.2000,0.475111,0.444444,0.030667,-0.000000,0.000000,1477
0.1196,24,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,9.6000,0.476444,0.444444,0.032000,-0.000000,0.000000,1476
0.1247,25,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,10.0000,0.477778,0.444444,0.033333,-0.000000,0.000000,1475
0.1298,26,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,10.4000,0.479111,0.444444,0.034667,-0.000000,0.000000,1474
0.1349,27,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,10.8000,0.480444,0.444444,0.036000,-0.000000,0.000000,1473
0.1399,28,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,11.2000,0.481778,0.444444,0.037333,-0.000000,0.000000,1472
0.1450,29,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,11.6000,0.483111,0.444444,0.038667,-0.000000,0.000000,1471
0.1501,30,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,12.0000,0.484444,0.444444,0.040000,-0.000000,0.000000,1470
0.1552,31,enc,1,1,-0.0000,0.0000,-0.0000,0.0259,-0.064,80.00,83.27,80.0000,12.4000,0.485778,0.444444,0.041333,-0.000000,0.000000,1469
0.1603,32,enc,1,1,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,12.8000,0.487111,0.444444,0.042667,-0.000000,0.000000,1468
0.1654,33,enc,1,0,-0.0000,0.0000,-0.0000,0.0262,-0.0249,80.00,83.27,80.0000,13.2000,0.488444,0.444444,0.044000,-0.000000,0.000000,1467
0.1705,34,enc,1,1,-0.0000,0.0000,-0.0000,0.0259,-0.064,80.00,83.27,80.0000,13.6000,0.489778,0.444444,0.045333,-0.000000,0.000000,1466
0.1756,35,enc,1,0,-0.0000,0.0000,-0.0000,0.0259,-0.064,80.00,83.27,80.0000,14.0000,0.491111,0.444444,0.046667,-0.000000,0.000000,1465
0.1807,36,enc,1,1,-0.0000,0.0000,-0.0000,0.0255,-0.1081,80.00,83.27,80.0000,14.4000,0.492444,0.444444,0.048000,-0.000000,0.000000,1464
0.1858,37,enc,1,0,-0.0000,0.0000,-0.0000,0.0255,-0.1081,80.00,83.27,80.0000,14.8000,0.493778,0.444444,0.049333,-0.000000,0.000000,1463
0.1909,38,enc,1,0,-0.0000,0.0000,-0.0000,0.0255,-0.1081,80.00,83.27,80.0000,15.2000,0.495111,0.444444,0.050667,-0.000000,0.000000,1462
0.1959,39,enc,1,0,-0.0000,0.0000,-0.0000,0.0255,-0.1081,80.00,83.27,80.0000,15.6000,0.496444,0.444444,0.052000,-0.000000,0.000000,1461
